insurer_id,vehicle_type,min_idv,avg_idv,max_idv,risk_factor,tenure,addons
16,1,204860,526640.0,848420,3,1,0000
15,1,226194,465434.0,704674,3,2,0000
10,1,168637,435739.0,702841,1,2,0010
6,2,215249,557994.0,900739,2,1,1000
8,2,157588,392405.0,627222,2,3,1110
16,1,152575,428197.5,703820,2,2,0100
15,1,165586,372470.0,579354,2,1,0010
17,2,245765,456121.0,666477,2,2,1100
13,1,173282,396663.0,620044,2,1,1010
5,1,257221,447969.0,638717,5,3,0001
12,1,167654,458459.0,749264,5,3,0110
4,1,221108,511487.5,801867,2,2,1100
3,2,263291,535046.0,806801,5,2,0100
14,2,166304,582265.5,998227,5,1,1111
17,2,287525,510201.5,732878,5,3,1111
18,2,270676,617677.5,964679,4,2,1110
18,2,213719,459206.0,704693,5,3,1101
11,2,157110,430179.5,703249,2,1,0011
14,1,200553,490898.5,781244,2,2,1010
19,2,183541,427867.5,672194,3,2,0000
5,1,232462,612027.5,991593,4,2,1110
14,1,175193,362971.0,550749,3,2,0011
15,2,214312,587697.0,961082,3,1,0011
1,1,169075,459881.0,750687,5,3,0101
4,1,219299,365637.5,511976,4,1,0010
6,2,276151,546664.0,817177,3,2,1000
14,1,256935,501706.0,746477,5,1,0110
1,2,196545,456524.0,716503,3,3,1000
16,2,283801,633040.0,982279,1,2,1011
13,2,225032,372098.5,519165,5,3,0001
3,1,292968,515760.0,738552,5,3,0110
6,2,230113,521095.0,812077,3,1,0110
10,2,288844,514345.0,739846,5,3,1111
20,2,245771,441317.5,636864,3,3,0101
3,1,233833,426852.0,619871,4,3,1111
3,2,279793,424790.0,569787,3,3,1000
11,1,291411,641235.5,991060,4,1,0011
19,2,259392,407167.5,554943,2,1,1010
13,1,257117,482678.0,708239,3,2,1000
20,2,165448,339496.5,513545,2,2,0011
15,2,235066,517259.0,799452,5,1,1010
14,1,272464,448355.5,624247,2,3,0000
20,2,233159,574586.0,916013,2,1,1101
5,2,196103,546922.5,897742,4,1,1101
8,2,260418,456050.5,651683,2,3,1100
19,1,153083,566419.0,979755,2,3,1111
11,1,270635,455461.5,640288,1,3,0101
12,1,265289,507826.5,750364,5,1,1110
4,1,292340,557222.5,822105,1,2,0111
18,1,175839,401549.5,627260,2,1,0001
15,1,228871,476260.0,723649,4,2,0101
3,1,196782,380963.5,565145,1,1,0011
11,2,275745,411108.0,546471,2,2,0100
17,2,196242,515265.5,834289,2,1,1101
2,1,286356,634795.0,983234,3,2,0000
4,2,159170,471870.5,784571,4,3,1100
10,2,273393,454250.5,635108,3,1,0101
3,2,219033,503769.0,788505,1,3,0101
7,2,183409,587539.5,991670,5,3,0111
2,2,194934,468392.0,741850,5,1,1101
13,1,292356,466854.0,641352,2,3,1100
8,1,224743,604361.5,983980,2,1,0001
19,2,166508,560129.0,953750,2,3,1000
14,2,293632,587670.0,881708,3,2,1001
15,1,197971,574592.5,951214,4,1,1110
19,2,294179,561212.0,828245,1,2,1010
20,2,295992,406518.0,517044,3,3,0101
18,2,265364,552030.5,838697,4,2,1010
13,2,250819,548846.5,846874,3,3,0100
8,2,208256,472203.0,736150,4,2,1000
13,1,275860,629654.5,983449,3,1,1001
9,1,226680,539901.0,853122,3,1,1111
5,1,268125,547801.5,827478,1,2,1000
18,2,286978,501826.0,716674,3,3,1000
3,1,154235,502298.5,850362,2,1,0110
11,1,283707,564632.0,845557,2,3,1101
5,2,255273,489153.0,723033,5,1,0000
11,1,243074,455446.5,667819,2,2,0100
8,1,196023,416219.0,636415,5,3,0000
6,2,298612,638576.0,978540,4,1,1110
3,2,266820,571227.5,875635,4,3,1000
7,2,152486,559547.0,966608,5,2,1100
14,1,171041,570188.0,969335,2,3,0100
16,2,172171,558486.5,944802,2,2,0001
17,1,273386,628284.5,983183,4,3,1001
15,2,243433,426657.5,609882,3,3,0001
10,2,191858,444895.0,697932,1,2,1000
14,2,150348,455080.5,759813,1,3,1100
2,1,240236,464868.5,689501,3,3,1011
18,2,173731,422991.5,672252,3,3,0111
18,2,210898,388750.0,566602,1,2,0100
2,1,201321,521149.0,840977,2,3,1001
7,2,289681,434121.0,578561,1,2,1000
1,1,169294,420796.0,672298,1,1,0011
2,2,190913,524834.0,858755,2,2,1010
1,2,212720,584728.0,956736,3,2,0011
18,1,287619,468627.0,649635,1,2,1100
8,2,289136,430454.0,571772,5,2,0000
10,1,274670,455798.5,636927,1,1,0100
8,2,185016,513502.5,841989,1,2,1000
8,2,254918,439460.0,624002,3,1,1110
10,2,198438,504238.5,810039,3,2,0011
15,2,189500,392112.0,594724,4,3,0000
8,1,187075,532322.5,877570,2,1,0100
1,1,196252,427657.5,659063,5,1,1110
13,1,204788,528829.0,852870,5,2,1001
3,1,289899,643365.5,996832,5,1,1011
3,1,231839,399039.5,566240,2,3,0110
16,2,286875,475571.5,664268,2,3,0000
20,1,172152,569645.0,967138,5,3,0000
10,1,208221,513852.5,819484,1,1,0000
18,1,195761,492991.0,790221,3,3,0101
18,1,155701,457053.0,758405,5,3,1100
19,1,159973,452244.5,744516,5,2,1001
17,2,239670,481971.0,724272,5,2,1011
3,1,293705,595907.0,898109,4,2,0111
18,1,298319,603820.0,909321,5,2,0111
4,2,285093,414692.0,544291,1,1,0000
10,1,204930,405830.0,606730,3,1,1011
8,2,222290,427204.0,632118,2,1,1111
13,1,276806,474668.0,672530,5,3,0111
10,2,235793,558924.0,882055,3,2,1110
5,1,238685,541148.0,843611,2,2,0001
19,2,169961,453369.0,736777,2,1,0010
3,1,246082,465324.5,684567,1,3,0010
6,2,277013,499846.0,722679,2,1,1011
19,2,236486,473224.0,709962,5,2,1000
13,2,237774,467957.5,698141,5,2,0001
17,1,216334,430361.5,644389,1,2,0101
4,1,229632,569014.5,908397,2,3,0110
5,2,164471,371398.0,578325,4,1,1000
8,2,277004,541568.0,806132,1,1,1101
13,1,247302,541661.5,836021,2,1,0000
6,2,282082,405386.5,528691,3,3,1000
15,2,165133,451596.0,738059,4,2,1101
5,1,257484,604298.5,951113,5,2,0100
7,1,223252,518458.5,813665,3,2,0100
13,2,235566,481641.5,727717,4,1,0010
6,2,266015,487675.0,709335,1,1,1100
14,2,272714,557318.5,841923,4,2,1100
10,2,169827,492291.0,814755,2,3,1110
14,2,255178,525968.5,796759,4,2,0000
20,1,185230,388243.0,591256,3,2,0110
17,2,191712,473186.0,754660,1,3,0001
20,2,256396,546207.5,836019,5,3,0010
12,2,155057,403068.5,651080,4,2,0111
3,2,271407,493148.5,714890,2,2,1111
15,1,198662,394892.5,591123,4,3,0000
2,2,245983,546992.5,848002,5,1,0101
13,1,282381,596528.5,910676,5,1,0101
19,1,226071,474557.5,723044,4,1,1010
5,2,167676,417572.0,667468,3,1,0111
3,2,275711,428129.0,580547,3,2,0010
14,1,242176,475838.5,709501,1,2,1011
19,1,162569,462049.0,761529,3,1,1101
18,1,265808,529238.5,792669,4,2,1101
16,1,171483,539997.5,908512,3,1,1100
20,1,261070,627458.5,993847,5,2,1110
18,1,237205,609233.5,981262,4,1,1011
20,2,278105,485551.0,692997,5,3,1010
3,2,187646,578503.5,969361,1,2,1010
15,2,253350,458412.0,663474,2,3,0000
7,1,239004,481644.5,724285,3,1,0100
7,1,223407,375993.0,528579,3,2,0100
14,1,240945,570376.0,899807,4,2,0000
5,2,212098,605915.0,999732,4,1,0110
4,1,223410,580705.0,938000,4,2,0011
15,1,150759,489215.0,827671,2,3,1100
7,2,219825,460295.0,700765,1,1,0110
1,1,186336,498347.5,810359,4,1,0111
5,1,201081,362890.0,524699,5,3,0010
2,2,190896,526691.5,862487,1,2,1001
18,1,177336,521768.0,866200,4,3,1010
7,2,297322,400329.0,503336,2,3,1100
1,1,239104,446909.0,654714,3,1,0100
6,1,158004,348381.0,538758,1,3,0111
1,2,186783,462289.5,737796,5,3,1000
15,2,164236,518948.5,873661,4,2,1011
5,1,236471,500785.5,765100,2,3,0101
14,2,292555,408905.5,525256,4,3,1001
11,2,207313,462184.5,717056,1,1,0110
10,2,290430,595590.0,900750,5,3,1000
1,2,204784,565091.5,925399,1,1,0000
12,1,158178,379867.0,601556,3,1,1000
11,1,298667,519059.5,739452,2,1,0100
16,1,182145,433523.0,684901,4,2,0001
3,1,268180,493711.0,719242,1,1,0101
4,2,155162,524429.0,893696,5,2,1101
13,2,155782,529917.5,904053,3,3,1010
11,2,155577,573030.5,990484,2,3,1010
15,2,206047,357692.5,509338,1,3,1100
8,1,291441,432040.5,572640,1,2,0010
15,2,212065,487986.0,763907,4,3,0100
18,1,213227,454263.0,695299,4,2,1110
4,1,229221,586074.0,942927,3,1,1110
14,1,286164,566488.5,846813,1,1,0000
1,2,275150,465652.0,656154,4,2,1000
20,1,267339,453178.0,639017,4,3,1111
8,2,167172,434227.5,701283,1,1,1100
11,1,213122,437158.5,661195,1,1,1000
8,1,199973,538274.5,876576,3,3,0110
13,1,281591,467849.5,654108,4,1,1111
12,2,180384,555704.5,931025,1,3,0010
7,1,253332,566066.0,878800,3,1,0110
2,1,222089,595680.5,969272,3,1,1100
6,2,236942,484509.0,732076,4,1,0001
14,2,286612,423228.5,559845,1,1,1011
15,1,182823,467744.5,752666,2,2,0011
20,2,225144,541366.0,857588,4,1,1100
12,2,245839,505010.0,764181,5,2,0011
8,1,274429,604767.5,935106,5,2,1001
18,2,180756,528476.0,876196,4,3,1110
5,1,172374,471742.5,771111,5,3,1110
12,1,275515,629735.0,983955,2,3,1010
14,2,159860,525464.5,891069,3,3,1100
20,2,252118,396305.0,540492,3,2,1110
18,2,236282,590530.0,944778,3,2,1001
3,1,194025,534178.0,874331,1,2,0111
7,1,202264,481242.0,760220,4,2,1000
4,2,207116,516161.0,825206,3,3,0101
11,2,285518,589309.5,893101,2,3,1111
1,1,190639,479349.5,768060,3,1,0010
1,1,194827,479442.5,764058,1,2,0010
15,2,190511,384858.5,579206,2,2,1000
2,1,275837,596277.0,916717,4,1,1110
11,2,236397,490803.0,745209,4,1,1100
10,1,291590,512725.5,733861,1,2,1101
18,1,152189,401863.5,651538,5,1,0010
11,1,198925,408680.5,618436,1,2,1100
5,1,239687,473368.0,707049,1,3,1101
5,1,240727,595844.5,950962,2,2,1010
14,2,211720,553449.5,895179,1,1,1101
7,1,283700,440839.5,597979,1,3,1111
17,2,258717,460690.5,662664,1,2,0010
3,2,166077,539137.0,912197,4,3,0011
6,1,273581,474455.0,675329,5,3,0101
2,2,222541,434319.5,646098,5,1,1111
17,2,272961,571869.0,870777,1,1,0000
19,1,243539,400841.5,558144,1,3,1100
15,1,154066,373827.0,593588,2,2,0110
20,1,170765,557049.5,943334,2,3,0100
17,1,228372,412086.5,595801,2,2,1101
4,2,228856,381053.5,533251,3,2,1101
2,1,166257,502142.5,838028,1,3,0111
19,2,294975,561167.0,827359,2,3,1110
9,2,215368,592957.5,970547,5,2,0111
4,2,178026,510496.5,842967,3,2,0001
3,2,157279,457168.0,757057,2,1,1100
9,2,276598,424322.0,572046,4,1,1001
4,2,177343,561715.0,946087,2,1,1110
8,2,229215,474159.5,719104,3,2,1011
3,1,265892,627154.0,988416,4,1,1000
11,1,184077,431540.0,679003,3,3,1011
10,2,280000,474570.5,669141,5,2,1101
14,1,279918,623567.0,967216,4,3,0010
13,1,275902,611494.5,947087,2,3,1110
11,1,224829,547318.0,869807,2,3,1010
11,1,295774,471840.5,647907,4,2,0101
2,1,203509,375062.5,546616,5,1,0010
1,2,225310,571993.0,918676,3,1,1101
14,1,179463,451524.0,723585,5,2,0101
8,1,229602,418960.5,608319,1,2,1100
4,2,175014,566991.5,958969,4,2,1001
10,2,199138,546631.0,894124,4,3,0011
3,2,274573,533687.5,792802,1,1,1000
10,1,218936,537733.0,856530,5,1,0110
14,1,278770,531042.5,783315,1,1,0001
7,2,209804,471204.0,732604,1,1,1000
8,2,256172,614294.5,972417,2,2,1010
8,1,211025,481187.0,751349,1,2,0000
19,2,234815,402608.0,570401,4,2,1100
2,1,260794,517515.5,774237,4,2,0100
5,2,204062,368808.5,533555,2,2,1101
14,1,230922,577195.0,923468,2,1,0101
11,1,203574,418444.0,633314,5,2,1000
3,2,180120,470548.0,760976,2,3,1001
20,1,248461,448623.5,648786,5,2,1101
5,2,193620,594483.5,995347,4,1,1101
9,2,261078,521075.5,781073,4,3,1110
12,2,153970,544210.5,934451,1,1,0111
3,1,226157,392889.0,559621,4,2,0101
10,1,238412,452146.5,665881,2,1,0001
13,1,273725,578724.5,883724,1,2,0100
1,2,173874,391099.0,608324,1,3,1010
20,2,240697,592575.5,944454,3,2,0100
2,2,181254,563300.0,945346,2,2,0101
6,2,268799,484839.5,700880,4,3,1011
5,2,199315,424321.0,649327,1,1,1110
1,2,285866,597551.0,909236,5,1,1011
20,1,175732,355339.0,534946,3,3,1000
13,1,204700,558328.0,911956,5,3,0001
4,1,289897,540564.0,791231,5,2,1111
17,2,169690,466577.0,763464,5,2,1000
12,1,219808,583503.0,947198,5,3,1001
18,2,244088,528323.0,812558,3,1,1001
12,1,292251,602174.5,912098,3,3,1111
18,1,253243,548232.5,843222,5,1,1101
11,2,281252,543347.5,805443,1,1,1100
2,1,231325,602274.0,973223,4,3,0011
5,1,177014,419426.5,661839,3,3,1100
16,1,203277,469296.5,735316,5,2,1100
20,2,277317,577338.5,877360,2,1,0101
1,1,156907,532964.0,909021,5,2,0011
5,2,190132,530920.0,871708,1,3,0100
2,1,188001,357009.5,526018,2,2,1110
19,2,158174,487787.5,817401,3,1,0110
10,2,249212,473367.0,697522,4,3,0101
1,1,175520,436811.0,698102,1,2,1110
15,1,154037,441262.0,728487,2,1,0010
9,2,254286,440878.0,627470,3,1,0011
11,2,170622,355405.5,540189,5,2,0101
11,1,152207,450417.0,748627,4,2,1000
3,1,191949,580029.0,968109,4,2,0011
13,2,217704,394467.0,571230,2,3,0011
13,1,168963,558698.0,948433,5,1,1011
12,1,168508,440551.5,712595,3,2,1011
16,2,226273,381643.5,537014,3,1,0101
11,2,158596,412887.5,667179,5,2,1010
4,2,183806,591861.5,999917,1,1,1001
19,1,203769,412039.0,620309,5,2,0001
7,2,252311,377034.0,501757,3,2,1101
17,2,152902,573332.5,993763,2,3,0100
18,2,296694,538784.0,780874,4,3,0100
10,1,183730,349618.5,515507,1,3,0010
15,2,249323,425253.0,601183,1,3,0010
17,1,163666,463865.0,764064,5,3,0110
6,2,160563,427499.0,694435,2,3,0011
18,1,218856,588075.5,957295,4,3,0011
18,1,169989,581641.5,993294,1,2,1100
9,2,172566,445065.0,717564,5,3,1000
9,2,208573,374804.5,541036,1,3,0111
5,1,224568,547200.5,869833,4,3,0011
17,2,252270,500965.5,749661,3,1,0110
7,1,253287,450926.0,648565,2,1,1000
7,2,262108,440530.5,618953,1,1,0101
11,2,299519,413127.5,526736,2,1,0001
6,2,212145,486888.5,761632,2,2,1111
18,2,241035,546860.5,852686,2,1,1111
11,1,165187,504406.0,843625,5,1,1001
5,1,270202,560038.5,849875,2,2,1110
14,2,233403,600898.0,968393,4,3,1101
10,1,252791,391580.5,530370,5,2,0011
15,2,257860,406755.5,555651,2,1,0111
14,1,220088,488944.5,757801,3,1,1101
12,1,159656,365032.0,570408,3,2,1011
8,1,232012,475457.5,718903,3,2,0111
16,1,250331,567126.0,883921,3,1,0001
7,2,276828,518635.0,760442,4,3,1000
1,1,190800,494267.0,797734,1,2,1001
2,2,231747,454939.0,678131,5,3,0101
18,1,228278,542124.0,855970,2,3,0011
18,1,251734,418738.5,585743,1,1,1001
4,1,202234,430733.0,659232,2,3,1001
11,1,175880,359522.5,543165,1,1,0110
18,1,217951,546213.0,874475,2,1,1110
11,1,251194,564777.0,878360,4,3,1101
14,2,224207,489078.5,753950,5,1,1111
18,1,275394,616892.0,958390,3,1,1010
11,2,161381,525217.0,889053,1,3,0110
13,1,236040,607558.0,979076,4,2,0000
12,1,236977,548323.5,859670,3,2,0110
19,2,273854,522739.0,771624,4,1,0000
11,2,278286,625815.5,973345,2,1,0001
2,1,163458,493290.0,823122,3,1,1011
17,1,216467,572826.5,929186,3,1,1010
3,1,175894,379489.0,583084,5,3,0100
10,2,173680,361092.5,548505,5,1,0001
13,2,183135,438179.5,693224,4,2,1010
15,1,222948,569395.5,915843,1,3,1111
1,2,201515,531167.5,860820,1,3,1010
4,2,157262,522089.5,886917,3,2,0000
11,2,181682,552021.0,922360,4,2,0011
9,1,186511,592754.5,998998,1,2,0010
19,2,282070,527657.5,773245,1,2,1000
3,1,210458,581958.0,953458,4,1,0110
19,1,173176,502000.0,830824,1,1,1100
14,2,247166,443189.5,639213,1,1,1110
18,2,278370,529470.5,780571,5,1,0001
15,2,276989,442586.5,608184,2,2,1001
14,1,170828,486051.0,801274,2,2,1110
1,1,246773,497114.5,747456,1,3,0101
11,2,261489,550492.5,839496,1,2,1010
16,1,244139,555491.0,866843,1,1,1001
10,2,265883,590371.5,914860,1,2,1001
6,2,206157,423348.5,640540,5,3,1010
14,1,268846,451166.5,633487,3,2,0101
20,1,168115,376034.5,583954,3,1,1011
17,1,157648,371639.5,585631,4,3,0010
6,2,170397,507958.5,845520,4,3,1111
2,2,188846,474347.0,759848,1,2,1101
9,2,151835,566145.5,980456,3,1,1111
12,1,171533,429805.0,688077,3,1,0001
20,2,204478,509624.0,814770,2,1,1110
18,2,273047,453539.5,634032,5,3,1010
11,1,281424,475871.0,670318,1,3,1100
20,2,208707,453186.5,697666,5,1,0010
2,2,166073,578824.0,991575,4,3,0001
7,2,177459,477426.0,777393,4,2,0010
12,2,183504,427940.5,672377,4,2,1101
6,2,202396,361050.0,519704,1,1,1011
11,2,202457,550333.0,898209,2,2,1000
14,1,274140,519358.0,764576,4,1,0000
11,2,264252,624292.5,984333,2,1,0101
11,2,166644,539679.0,912714,5,2,0001
5,2,220378,411849.5,603321,2,1,0110
11,2,201425,600376.0,999327,1,2,1101
2,2,271726,529612.5,787499,2,2,1011
4,2,169144,370770.5,572397,1,1,1000
1,1,290963,547071.0,803179,1,1,1010
13,1,289255,566570.0,843885,4,2,1000
6,2,277447,401523.0,525599,4,3,0001
17,2,174988,487333.5,799679,4,2,0101
5,2,277931,412050.0,546169,3,3,0110
18,1,279849,497761.5,715674,4,1,1001
10,2,289194,641594.0,993994,3,3,0100
15,1,211747,572035.5,932324,2,3,0011
7,1,264553,577685.5,890818,5,2,0011
5,1,264217,530486.5,796756,1,1,1100
1,1,160916,410022.5,659129,3,3,0010
1,2,182767,383131.0,583495,2,2,0101
3,2,215504,415396.0,615288,4,1,0111
18,2,296763,398846.0,500929,5,2,0010
1,2,290904,516228.0,741552,2,1,1111
12,2,293648,625595.5,957543,4,2,0100
11,1,160761,574006.0,987251,4,2,0101
14,1,235483,608744.0,982005,4,1,0101
13,1,179247,510551.5,841856,4,1,0110
16,1,184836,349030.0,513224,5,3,0110
6,1,217329,375259.5,533190,4,1,0011
4,2,191715,470175.5,748636,3,1,1111
14,1,179064,435371.0,691678,1,3,1001
17,1,224395,544855.5,865316,5,3,1100
15,1,166616,496555.5,826495,4,1,1010
10,1,283362,627841.5,972321,2,2,1000
11,1,297749,399362.5,500976,4,2,0100
8,1,161053,346154.0,531255,4,2,1111
14,2,219133,457834.5,696536,3,3,0111
5,2,287467,595647.5,903828,1,3,0100
9,1,155666,535120.5,914575,5,1,0100
4,1,202285,554945.5,907606,3,3,0111
16,2,293328,555650.5,817973,3,3,1101
19,1,210804,429945.5,649087,4,1,1001
5,2,221789,481478.0,741167,1,2,1001
17,1,244261,563949.0,883637,2,1,0101
12,2,229622,443985.5,658349,5,2,0100
14,2,238007,415103.5,592200,3,2,0001
9,1,292461,604015.5,915570,1,1,0011
10,1,208149,522148.0,836147,4,2,1111
13,1,275968,467818.5,659669,5,3,1111
20,2,219430,392475.0,565520,4,2,0100
11,2,248428,459063.0,669698,3,3,0101
8,1,271117,386700.5,502284,4,2,0110
1,1,169349,428995.0,688641,4,3,1010
17,1,265585,428083.5,590582,1,1,0001
1,1,298078,450473.0,602868,5,3,0100
19,2,261996,543013.0,824030,5,3,0001
15,2,186766,515212.0,843658,4,2,0100
15,2,176901,373748.5,570596,2,2,0011
16,2,229095,463792.5,698490,2,3,0001
12,2,174294,379929.5,585565,3,2,0000
11,2,197329,429267.0,661205,5,1,0011
18,2,171167,355397.0,539627,3,1,1110
11,2,237093,545729.0,854365,4,2,0010
12,2,194272,352718.0,511164,2,1,1001
15,1,163751,480960.5,798170,2,2,0111
7,2,177347,363194.0,549041,1,2,0010
18,1,205303,592954.0,980605,2,3,0001
14,2,155219,378597.0,601975,3,2,1011
10,1,236726,453411.0,670096,2,3,1110
13,2,229335,455506.5,681678,2,2,1100
7,2,180448,495262.5,810077,5,3,0111
16,1,274305,394122.0,513939,3,2,1001
14,2,167667,506542.5,845418,5,2,0000
9,1,205552,455273.0,704994,5,1,1110
4,2,283981,605104.5,926228,3,1,0110
10,2,233819,466052.0,698285,2,2,0110
19,1,254866,414182.0,573498,3,1,1011
19,2,289692,583474.5,877257,2,1,0010
13,1,165039,517559.5,870080,3,2,0011
6,1,180136,522045.5,863955,2,3,1101
13,1,169409,480744.5,792080,4,3,0101
9,1,214428,424655.5,634883,5,1,0111
16,2,231748,376088.5,520429,4,2,0001
6,1,293501,474801.0,656101,1,2,1100
4,2,257295,410829.5,564364,4,3,1111
7,2,180142,477134.5,774127,1,3,0001
8,1,266979,403143.5,539308,4,1,0011
9,1,207279,446893.0,686507,1,1,1010
15,1,208952,375333.0,541714,4,3,0001
5,2,281280,512434.5,743589,2,1,1000
19,1,173134,428557.5,683981,5,3,1110
1,1,246098,420252.0,594406,4,1,1100
1,1,201602,435441.5,669281,3,2,0100
3,2,270601,634966.5,999332,1,2,0100
19,2,222771,547172.0,871573,2,1,0001
19,2,194427,518366.5,842306,2,2,0111
15,2,215259,493139.0,771019,2,1,1110
6,2,206629,361665.5,516702,1,3,0011
5,1,271976,612071.0,952166,3,3,1010
19,1,195172,434463.5,673755,1,3,0000
1,2,179124,424216.5,669309,2,1,0101
8,2,166958,579244.0,991530,3,1,0110
3,2,249408,443399.5,637391,2,3,1111
2,1,172550,569161.5,965773,2,1,0110
6,1,236372,376031.0,515690,1,3,0010
10,1,187047,578295.0,969543,2,2,1111
9,2,198272,425936.0,653600,4,3,0000
4,2,288769,404682.5,520596,4,2,0110
7,2,212085,547931.0,883777,5,1,0101
7,1,202663,502437.5,802212,4,3,0110
6,1,178038,466077.0,754116,2,1,0011
5,1,288476,489908.0,691340,1,3,0010
5,2,237368,585836.5,934305,2,3,0001
4,2,183471,522071.0,860671,3,2,0101
17,1,173617,533855.5,894094,3,1,0011
4,1,252003,621166.0,990329,5,2,0101
11,2,296679,641274.5,985870,5,1,1100
8,1,266527,533062.5,799598,5,3,1111
12,2,190488,571591.0,952694,4,2,0000
8,2,223982,474772.0,725562,5,3,1100
17,1,179153,494723.5,810294,2,3,0001
6,1,163537,457777.5,752018,5,3,0101
20,2,226591,471771.5,716952,5,3,0111
19,1,153915,449453.5,744992,4,3,1011
13,1,292524,626676.0,960828,5,3,1110
13,2,285043,571208.5,857374,3,3,0000
10,1,227794,524262.5,820731,1,2,0011
17,1,270631,428689.5,586748,4,2,1011
12,1,170549,526949.5,883350,3,1,0001
6,2,258009,587876.0,917743,3,2,0111
5,2,186701,550993.0,915285,1,1,0000
11,2,280761,392493.0,504225,5,1,1000
6,1,170602,423987.5,677373,3,1,1110
5,2,150915,520305.5,889696,5,2,0100
9,1,263348,396577.0,529806,4,2,0100
2,1,258373,515720.0,773067,2,3,1111
16,1,277578,612045.0,946512,3,3,1000
3,1,227585,457211.0,686837,2,1,1110
18,2,177372,445415.5,713459,5,2,0101
11,1,206565,397841.5,589118,4,2,0011
1,2,262424,494209.5,725995,3,1,0111
2,2,261101,391845.0,522589,3,3,0111
20,2,214902,462657.0,710412,5,1,0111
7,1,231160,591671.5,952183,5,2,0010
8,2,178561,504688.0,830815,4,2,1010
6,2,239735,563070.5,886406,2,2,1111
17,2,287434,451473.0,615512,2,1,1000
9,1,207947,356930.0,505913,1,1,0001
11,2,270056,495741.5,721427,4,3,1100
1,1,206408,388289.0,570170,5,1,1100
17,1,168543,406594.5,644646,3,1,1110
8,1,227309,381518.5,535728,2,3,1011
19,2,257411,566619.5,875828,3,2,0000
19,1,226756,463109.5,699463,1,2,0100
7,1,219431,530436.0,841441,1,2,1100
10,1,266303,588854.0,911405,4,3,1111
4,2,298261,465839.5,633418,3,1,0100
19,2,204636,575146.0,945656,4,1,1011
19,2,253896,600654.5,947413,3,3,0100
11,1,249826,517029.0,784232,2,2,1000
20,1,220467,414385.0,608303,1,1,0110
13,2,282072,488547.5,695023,3,3,0001
11,2,207312,548585.0,889858,3,1,0010
17,2,256690,404389.0,552088,2,2,1110
20,1,202675,414685.0,626695,2,2,1100
11,2,209965,592578.5,975192,3,3,1111
20,1,252716,434990.0,617264,2,1,1001
13,1,189647,539637.0,889627,2,3,0100
11,1,215468,420053.5,624639,2,2,0001
14,2,193643,361615.0,529587,5,2,1101
10,2,222761,447468.5,672176,1,1,0000
12,1,231650,382396.5,533143,4,2,1000
6,1,288357,502570.5,716784,2,1,1111
9,1,277512,529731.0,781950,3,2,0101
9,1,270964,443590.5,616217,4,3,0010
14,1,172260,440838.5,709417,5,1,0100
20,1,248317,454199.0,660081,3,3,1110
11,2,299649,419863.0,540077,1,3,0110
8,1,297104,581492.0,865880,1,1,1100
6,1,240751,511233.0,781715,4,1,1001
19,1,191221,361294.0,531367,3,1,0100
19,2,153014,570081.0,987148,3,3,1011
3,1,202412,533099.5,863787,2,2,0011
18,2,283077,639226.5,995376,3,3,0101
3,1,242731,593400.0,944069,2,3,0001
4,2,253954,626129.0,998304,4,1,0101
18,1,168550,353838.5,539127,2,2,0011
1,1,192216,347290.0,502364,2,1,0110
19,1,296752,619165.5,941579,4,2,1000
5,2,271618,387943.5,504269,1,1,1101
15,2,281921,630370.5,978820,2,1,1010
5,1,289712,590221.0,890730,2,1,1111
6,1,257992,471909.5,685827,4,2,1010
9,1,296390,583551.5,870713,5,1,1110
6,1,206682,424347.5,642013,5,3,1100
16,1,226879,388694.5,550510,5,1,0011
2,2,214676,500100.5,785525,1,2,0000
18,1,202262,373934.0,545606,2,3,0011
16,2,245071,427016.0,608961,3,3,1011
16,2,167986,528049.0,888112,5,3,0000
15,2,194856,542351.0,889846,5,2,0101
11,1,252141,500416.0,748691,4,1,0010
15,1,278614,469004.0,659394,3,3,0110
12,2,283674,416506.0,549338,2,1,1111
16,1,269293,461407.5,653522,5,2,0011
16,1,205925,409249.5,612574,1,2,1111
12,2,173200,539858.0,906516,5,3,0010
3,1,188693,526145.5,863598,1,3,0010
5,2,167854,473959.5,780065,5,2,0001
7,1,188922,433936.5,678951,1,3,1101
17,2,165652,377065.5,588479,2,1,1101
16,1,299011,455961.5,612912,1,2,1011
8,2,230999,467392.0,703785,4,2,1001
3,1,294981,510922.5,726864,2,1,0000
16,2,260738,605694.0,950650,1,3,0101
18,1,261655,580004.0,898353,4,1,0111
5,1,214053,416675.5,619298,1,1,0101
7,2,187184,559061.5,930939,4,2,0101
15,2,230478,578094.0,925710,1,3,1100
5,1,190133,495749.5,801366,2,3,0111
12,2,219132,487410.0,755688,3,1,1010
16,1,217907,550417.0,882927,4,2,0111
20,1,264761,620845.0,976929,2,1,1110
3,2,265661,632266.0,998871,3,2,0001
8,2,181345,551889.5,922434,3,2,0000
1,2,265879,469662.5,673446,5,2,0111
11,1,229416,585169.0,940922,2,2,1100
12,2,218275,472695.0,727115,3,2,0100
10,1,173423,436373.5,699324,3,1,0001
15,1,243297,402087.0,560877,4,2,0100
2,1,242952,464738.0,686524,3,2,0001
11,1,180024,489632.5,799241,3,2,1110
13,2,244746,401487.5,558229,1,3,1000
17,1,240138,614420.5,988703,1,2,1011
